commune,timestamp,temperature_c,humidite_pct,rayonnement_solaire_wm2,vitesse_vent_kmh,precipitation_mm,date,day,day_of_week,month,season,hour
Bordeaux,2024-03-28 05:00:00,11.6,52.0,31.5,31.5,0.0,2024-03-28,28,3,3,Printemps,5
Bordeaux,2024-03-28 06:00:00,16.0,33.8,583.2,38.4,7.5,2024-03-28,28,3,3,Printemps,6
Bordeaux,2024-03-28 07:00:00,12.1,77.3,47.5,16.4,0.0,2024-03-28,28,3,3,Printemps,7
Bordeaux,2024-03-28 08:00:00,13.2,38.4,289.9,25.0,0.0,2024-03-28,28,3,3,Printemps,8
Bordeaux,2024-03-28 09:00:00,16.6,37.0,682.3,9.5,0.0,2024-03-28,28,3,3,Printemps,9
Bordeaux,2024-03-28 10:00:00,19.4,100.0,363.8,7.9,0.0,2024-03-28,28,3,3,Printemps,10
Bordeaux,2024-03-28 11:00:00,10.1,39.2,74.5,38.8,4.8,2024-03-28,28,3,3,Printemps,11
Bordeaux,2024-03-28 12:00:00,13.5,34.3,172.2,27.0,12.1,2024-03-28,28,3,3,Printemps,12
Bordeaux,2024-03-28 13:00:00,14.9,47.1,21.0,25.2,12.2,2024-03-28,28,3,3,Printemps,13
Bordeaux,2024-03-28 14:00:00,16.4,56.2,559.0,5.4,0.0,2024-03-28,28,3,3,Printemps,14
Bordeaux,2024-03-28 15:00:00,12.7,53.1,574.6,7.0,0.0,2024-03-28,28,3,3,Printemps,15
Bordeaux,2024-03-28 16:00:00,10.5,81.3,560.6,39.1,0.0,2024-03-28,28,3,3,Printemps,16
Bordeaux,2024-03-28 17:00:00,11.8,78.4,763.1,35.9,1.3,2024-03-28,28,3,3,Printemps,17
Bordeaux,2024-03-28 18:00:00,20.4,88.6,99.2,35.5,6.5,2024-03-28,28,3,3,Printemps,18
Bordeaux,2024-03-28 19:00:00,16.8,61.6,110.1,9.7,8.9,2024-03-28,28,3,3,Printemps,19
Bordeaux,2024-03-28 20:00:00,15.4,46.5,509.6,37.4,0.0,2024-03-28,28,3,3,Printemps,20
Bordeaux,2024-03-28 21:00:00,11.7,70.9,45.8,11.2,0.0,2024-03-28,28,3,3,Printemps,21
Bordeaux,2024-03-28 22:00:00,15.1,59.6,41.3,8.3,0.0,2024-03-28,28,3,3,Printemps,22
Bordeaux,2024-03-28 23:00:00,16.5,62.3,28.4,27.1,0.0,2024-03-28,28,3,3,Printemps,23
Bordeaux,2024-03-29 00:00:00,9.6,60.0,13.9,24.9,0.0,2024-03-29,29,4,3,Printemps,0
Bordeaux,2024-03-29 01:00:00,15.2,44.4,41.6,31.8,12.5,2024-03-29,29,4,3,Printemps,1
Bordeaux,2024-03-29 02:00:00,8.3,62.1,21.4,8.2,9.0,2024-03-29,29,4,3,Printemps,2
Bordeaux,2024-03-29 03:00:00,8.7,70.9,38.5,4.7,0.0,2024-03-29,29,4,3,Printemps,3
Bordeaux,2024-03-29 04:00:00,14.6,73.6,33.4,6.8,6.1,2024-03-29,29,4,3,Printemps,4
Bordeaux,2024-03-29 05:00:00,11.2,39.3,40.0,9.7,0.0,2024-03-29,29,4,3,Printemps,5
Bordeaux,2024-03-29 06:00:00,15.0,70.2,406.6,26.5,10.5,2024-03-29,29,4,3,Printemps,6
Bordeaux,2024-03-29 07:00:00,10.0,51.3,512.0,20.6,0.0,2024-03-29,29,4,3,Printemps,7
Bordeaux,2024-03-29 08:00:00,9.1,87.3,632.6,35.6,0.0,2024-03-29,29,4,3,Printemps,8
Bordeaux,2024-03-29 09:00:00,20.8,51.7,160.7,32.0,0.5,2024-03-29,29,4,3,Printemps,9
Bordeaux,2024-03-29 10:00:00,8.9,36.6,489.8,32.3,7.5,2024-03-29,29,4,3,Printemps,10
Bordeaux,2024-03-29 11:00:00,10.4,76.2,720.8,8.7,1.9,2024-03-29,29,4,3,Printemps,11
Bordeaux,2024-03-29 12:00:00,22.0,72.6,431.0,36.2,0.0,2024-03-29,29,4,3,Printemps,12
Bordeaux,2024-03-29 13:00:00,15.8,70.4,735.4,2.5,0.0,2024-03-29,29,4,3,Printemps,13
Bordeaux,2024-03-29 14:00:00,16.0,36.4,622.0,20.3,0.0,2024-03-29,29,4,3,Printemps,14
Bordeaux,2024-03-29 15:00:00,17.0,56.3,335.1,29.6,14.5,2024-03-29,29,4,3,Printemps,15
Bordeaux,2024-03-29 16:00:00,12.7,43.9,761.0,25.3,0.0,2024-03-29,29,4,3,Printemps,16
Bordeaux,2024-03-29 17:00:00,21.1,36.6,98.6,8.5,6.8,2024-03-29,29,4,3,Printemps,17
Bordeaux,2024-03-29 18:00:00,13.9,63.4,183.5,3.2,13.0,2024-03-29,29,4,3,Printemps,18
Bordeaux,2024-03-29 19:00:00,8.2,63.5,564.2,19.2,8.8,2024-03-29,29,4,3,Printemps,19
Bordeaux,2024-03-29 20:00:00,10.2,68.6,608.8,19.6,0.0,2024-03-29,29,4,3,Printemps,20
Bordeaux,2024-03-29 21:00:00,14.1,65.7,43.6,8.4,0.0,2024-03-29,29,4,3,Printemps,21
Bordeaux,2024-03-29 22:00:00,13.85,71.7,32.0,36.8,0.0,2024-03-29,29,4,3,Printemps,22
Bordeaux,2024-03-29 23:00:00,13.6,86.1,25.2,8.8,12.2,2024-03-29,29,4,3,Printemps,23
Bordeaux,2024-03-30 00:00:00,12.8,62.3,18.4,8.7,0.0,2024-03-30,30,5,3,Printemps,0
Bordeaux,2024-03-30 01:00:00,11.3,39.6,27.2,17.6,0.0,2024-03-30,30,5,3,Printemps,1
Bordeaux,2024-03-30 02:00:00,16.8,50.2,4.5,4.7,5.4,2024-03-30,30,5,3,Printemps,2
Bordeaux,2024-03-30 04:00:00,9.8,43.7,28.1,17.7,0.0,2024-03-30,30,5,3,Printemps,4
Bordeaux,2024-03-30 05:00:00,8.6,63.2,30.9,2.7,0.0,2024-03-30,30,5,3,Printemps,5
Bordeaux,2024-03-30 06:00:00,10.5,47.0,230.2,12.2,0.0,2024-03-30,30,5,3,Printemps,6
Bordeaux,2024-03-30 07:00:00,14.5,59.2,220.6,30.6,4.4,2024-03-30,30,5,3,Printemps,7
Bordeaux,2024-03-30 08:00:00,20.9,74.9,593.6,0.7,6.6,2024-03-30,30,5,3,Printemps,8
Bordeaux,2024-03-30 09:00:00,8.0,77.7,229.1,20.6,8.4,2024-03-30,30,5,3,Printemps,9
Bordeaux,2024-03-30 10:00:00,11.4,38.0,206.6,9.5,9.1,2024-03-30,30,5,3,Printemps,10
Bordeaux,2024-03-30 12:00:00,12.9,48.2,533.8,11.8,0.0,2024-03-30,30,5,3,Printemps,12
Bordeaux,2024-03-30 13:00:00,21.8,72.6,606.2,22.0,0.0,2024-03-30,30,5,3,Printemps,13
Bordeaux,2024-03-30 14:00:00,15.0,79.6,551.0,17.0,1.0,2024-03-30,30,5,3,Printemps,14
Bordeaux,2024-03-30 15:00:00,15.6,72.2,110.5,33.5,0.0,2024-03-30,30,5,3,Printemps,15
Bordeaux,2024-03-30 16:00:00,17.8,33.7,640.5,32.2,0.0,2024-03-30,30,5,3,Printemps,16
Bordeaux,2024-03-30 17:00:00,9.4,77.0,473.3,27.8,0.0,2024-03-30,30,5,3,Printemps,17
Bordeaux,2024-03-30 18:00:00,21.0,88.9,208.3,17.6,1.7,2024-03-30,30,5,3,Printemps,18
Bordeaux,2024-03-30 19:00:00,11.8,83.1,59.4,36.3,7.9,2024-03-30,30,5,3,Printemps,19
Bordeaux,2024-03-30 20:00:00,19.2,50.4,72.8,16.2,0.0,2024-03-30,30,5,3,Printemps,20
Bordeaux,2024-03-30 21:00:00,10.3,50.6,11.0,7.6,0.0,2024-03-30,30,5,3,Printemps,21
Bordeaux,2024-03-30 22:00:00,10.0,85.9,24.4,14.1,1.0,2024-03-30,30,5,3,Printemps,22
Bordeaux,2024-03-30 23:00:00,10.8,92.9,5.6,16.6,0.0,2024-03-30,30,5,3,Printemps,23
Bordeaux,2024-03-31 00:00:00,18.3,86.3,37.0,32.8,13.7,2024-03-31,31,6,3,Printemps,0
Bordeaux,2024-03-31 01:00:00,19.7,77.7,18.6,38.2,3.1,2024-03-31,31,6,3,Printemps,1
Bordeaux,2024-03-31 02:00:00,18.8,74.2,26.9,30.3,10.5,2024-03-31,31,6,3,Printemps,2
Bordeaux,2024-03-31 03:00:00,21.2,32.1,8.4,25.7,0.0,2024-03-31,31,6,3,Printemps,3
Bordeaux,2024-03-31 04:00:00,10.7,32.9,37.9,16.5,0.0,2024-03-31,31,6,3,Printemps,4
Bordeaux,2024-03-31 05:00:00,17.7,91.9,22.9,3.9,0.0,2024-03-31,31,6,3,Printemps,5
Bordeaux,2024-03-31 07:00:00,18.0,57.7,329.1,16.9,0.0,2024-03-31,31,6,3,Printemps,7
Bordeaux,2024-03-31 08:00:00,20.8,59.7,371.0,25.8,4.1,2024-03-31,31,6,3,Printemps,8
Bordeaux,2024-03-31 09:00:00,18.3,33.2,302.2,13.7,0.0,2024-03-31,31,6,3,Printemps,9
Bordeaux,2024-03-31 10:00:00,18.3,30.9,759.0,33.5,0.0,2024-03-31,31,6,3,Printemps,10
Bordeaux,2024-03-31 11:00:00,15.9,72.0,641.6,28.7,0.0,2024-03-31,31,6,3,Printemps,11
Bordeaux,2024-03-31 12:00:00,10.6,45.7,462.5,7.0,0.0,2024-03-31,31,6,3,Printemps,12
Bordeaux,2024-03-31 13:00:00,20.6,52.8,687.4,16.4,0.0,2024-03-31,31,6,3,Printemps,13
Bordeaux,2024-03-31 14:00:00,11.8,80.8,239.9,38.2,0.0,2024-03-31,31,6,3,Printemps,14
Bordeaux,2024-03-31 16:00:00,11.6,56.8,25.0,20.2,0.0,2024-03-31,31,6,3,Printemps,16
Bordeaux,2024-03-31 17:00:00,15.1,69.4,406.7,37.4,0.0,2024-03-31,31,6,3,Printemps,17
Bordeaux,2024-03-31 18:00:00,16.8,93.6,421.4,8.1,0.0,2024-03-31,31,6,3,Printemps,18
Bordeaux,2024-03-31 19:00:00,19.0,43.9,616.6,21.3,0.0,2024-03-31,31,6,3,Printemps,19
Bordeaux,2024-03-31 20:00:00,11.0,94.0,715.5,11.3,12.8,2024-03-31,31,6,3,Printemps,20
Bordeaux,2024-03-31 21:00:00,14.1,34.6,33.7,9.1,0.1,2024-03-31,31,6,3,Printemps,21
Bordeaux,2024-03-31 22:00:00,20.8,59.0,16.7,33.6,0.0,2024-03-31,31,6,3,Printemps,22
Bordeaux,2024-03-31 23:00:00,18.8,41.8,6.5,11.5,0.0,2024-03-31,31,6,3,Printemps,23
Bordeaux,2024-04-01 01:00:00,21.0,81.2,43.2,27.2,0.0,2024-04-01,1,0,4,Printemps,1
Bordeaux,2024-04-01 02:00:00,10.9,73.4,45.4,30.5,0.6,2024-04-01,1,0,4,Printemps,2
Bordeaux,2024-04-01 03:00:00,21.0,58.1,1.9,19.1,0.0,2024-04-01,1,0,4,Printemps,3
Bordeaux,2024-04-01 04:00:00,19.3,62.3,24.6,9.0,0.0,2024-04-01,1,0,4,Printemps,4
Bordeaux,2024-04-01 05:00:00,8.6,41.3,47.2,0.4,14.0,2024-04-01,1,0,4,Printemps,5
Bordeaux,2024-04-01 06:00:00,16.9,46.1,49.8,18.7,0.0,2024-04-01,1,0,4,Printemps,6
Bordeaux,2024-04-01 07:00:00,21.6,78.7,74.8,39.9,0.0,2024-04-01,1,0,4,Printemps,7
Bordeaux,2024-04-01 09:00:00,15.8,78.8,521.9,21.4,0.0,2024-04-01,1,0,4,Printemps,9
Bordeaux,2024-04-01 10:00:00,8.5,90.7,206.9,13.1,0.0,2024-04-01,1,0,4,Printemps,10
Bordeaux,2024-04-01 11:00:00,19.4,37.1,555.3,25.4,0.0,2024-04-01,1,0,4,Printemps,11
Bordeaux,2024-04-01 12:00:00,17.6,45.2,155.5,17.4,0.0,2024-04-01,1,0,4,Printemps,12
Bordeaux,2024-04-01 13:00:00,12.5,60.1,650.9,30.7,11.9,2024-04-01,1,0,4,Printemps,13
Bordeaux,2024-04-01 14:00:00,20.3,49.5,374.6,12.0,0.0,2024-04-01,1,0,4,Printemps,14
Bordeaux,2024-04-01 15:00:00,11.5,88.9,62.3,39.6,2.6,2024-04-01,1,0,4,Printemps,15
Bordeaux,2024-04-01 16:00:00,18.1,63.5,90.0,20.1,10.1,2024-04-01,1,0,4,Printemps,16
Bordeaux,2024-04-01 17:00:00,17.0,82.3,3.4,17.4,10.6,2024-04-01,1,0,4,Printemps,17
Bordeaux,2024-04-01 18:00:00,9.8,35.2,460.6,0.0,0.0,2024-04-01,1,0,4,Printemps,18
Bordeaux,2024-04-01 19:00:00,18.3,75.2,170.2,7.1,0.0,2024-04-01,1,0,4,Printemps,19
Bordeaux,2024-04-01 20:00:00,8.4,71.4,295.5,25.0,0.0,2024-04-01,1,0,4,Printemps,20
Bordeaux,2024-04-01 21:00:00,8.6,56.0,7.1,5.7,0.0,2024-04-01,1,0,4,Printemps,21
Bordeaux,2024-04-01 22:00:00,10.7,79.5,13.2,4.9,0.0,2024-04-01,1,0,4,Printemps,22
Bordeaux,2024-04-01 23:00:00,19.1,88.0,10.5,28.3,0.1,2024-04-01,1,0,4,Printemps,23
Bordeaux,2024-04-02 00:00:00,12.5,75.3,40.9,28.1,13.9,2024-04-02,2,1,4,Printemps,0
Bordeaux,2024-04-02 02:00:00,12.5,53.4,45.2,28.1,0.0,2024-04-02,2,1,4,Printemps,2
Bordeaux,2024-04-02 03:00:00,10.1,78.1,26.4,7.2,0.0,2024-04-02,2,1,4,Printemps,3
Bordeaux,2024-04-02 04:00:00,16.3,85.9,37.7,8.3,0.0,2024-04-02,2,1,4,Printemps,4
Bordeaux,2024-04-02 05:00:00,14.3,85.6,24.8,18.1,0.0,2024-04-02,2,1,4,Printemps,5
Bordeaux,2024-04-02 06:00:00,11.9,54.2,136.6,2.7,8.7,2024-04-02,2,1,4,Printemps,6
Bordeaux,2024-04-02 08:00:00,15.1,76.6,711.6,6.4,0.1,2024-04-02,2,1,4,Printemps,8
Bordeaux,2024-04-02 09:00:00,15.3,31.3,286.3,39.7,0.0,2024-04-02,2,1,4,Printemps,9
Bordeaux,2024-04-02 11:00:00,15.5,57.5,604.7,37.1,0.0,2024-04-02,2,1,4,Printemps,11
Bordeaux,2024-04-02 12:00:00,10.9,75.6,292.7,8.7,1.8,2024-04-02,2,1,4,Printemps,12
Bordeaux,2024-04-02 13:00:00,18.9,78.0,650.6,16.3,0.0,2024-04-02,2,1,4,Printemps,13
Bordeaux,2024-04-02 14:00:00,21.6,39.6,596.7,11.3,0.0,2024-04-02,2,1,4,Printemps,14
Bordeaux,2024-04-02 15:00:00,16.7,32.1,158.8,36.8,9.3,2024-04-02,2,1,4,Printemps,15
Bordeaux,2024-04-02 16:00:00,15.8,38.4,667.0,3.3,0.0,2024-04-02,2,1,4,Printemps,16
Bordeaux,2024-04-02 17:00:00,16.9,50.8,617.6,38.9,0.0,2024-04-02,2,1,4,Printemps,17
Bordeaux,2024-04-02 18:00:00,18.6,46.5,467.5,12.5,0.3,2024-04-02,2,1,4,Printemps,18
Bordeaux,2024-04-02 19:00:00,17.4,83.4,340.4,35.9,0.0,2024-04-02,2,1,4,Printemps,19
Bordeaux,2024-04-02 20:00:00,8.5,54.2,598.3,11.9,0.0,2024-04-02,2,1,4,Printemps,20
Bordeaux,2024-04-02 21:00:00,9.9,72.9,21.1,26.0,0.0,2024-04-02,2,1,4,Printemps,21
Bordeaux,2024-04-02 22:00:00,22.0,83.7,26.7,0.4,13.2,2024-04-02,2,1,4,Printemps,22
Bordeaux,2024-04-02 23:00:00,8.3,52.3,25.6,32.5,0.0,2024-04-02,2,1,4,Printemps,23
Bordeaux,2024-04-03 00:00:00,16.1,62.6,31.1,1.6,0.0,2024-04-03,3,2,4,Printemps,0
Bordeaux,2024-04-03 01:00:00,13.5,79.9,8.9,32.3,5.5,2024-04-03,3,2,4,Printemps,1
Bordeaux,2024-04-03 02:00:00,10.5,68.9,17.7,23.3,0.6,2024-04-03,3,2,4,Printemps,2
Bordeaux,2024-04-03 03:00:00,17.2,82.6,5.8,28.9,0.0,2024-04-03,3,2,4,Printemps,3
Bordeaux,2024-04-03 04:00:00,21.0,87.3,35.4,30.1,0.0,2024-04-03,3,2,4,Printemps,4
Bordeaux,2024-04-03 05:00:00,8.7,76.4,8.9,7.6,0.1,2024-04-03,3,2,4,Printemps,5
Bordeaux,2024-04-03 06:00:00,21.8,74.1,519.1,5.4,0.0,2024-04-03,3,2,4,Printemps,6
Bordeaux,2024-04-03 07:00:00,8.6,66.8,791.4,37.6,0.0,2024-04-03,3,2,4,Printemps,7
Bordeaux,2024-04-03 08:00:00,18.6,52.2,678.0,27.0,0.0,2024-04-03,3,2,4,Printemps,8
Bordeaux,2024-04-03 09:00:00,10.7,86.3,524.7,11.7,11.6,2024-04-03,3,2,4,Printemps,9
Bordeaux,2024-04-03 10:00:00,13.5,49.9,215.6,2.3,14.9,2024-04-03,3,2,4,Printemps,10
Bordeaux,2024-04-03 11:00:00,11.1,83.1,521.7,7.1,0.0,2024-04-03,3,2,4,Printemps,11
Bordeaux,2024-04-03 12:00:00,16.5,80.2,554.4,15.6,4.1,2024-04-03,3,2,4,Printemps,12
Bordeaux,2024-04-03 13:00:00,15.4,71.1,380.9,39.4,4.1,2024-04-03,3,2,4,Printemps,13
Bordeaux,2024-04-03 14:00:00,12.6,54.0,133.6,29.8,14.8,2024-04-03,3,2,4,Printemps,14
Bordeaux,2024-04-03 15:00:00,19.9,82.7,517.7,5.8,0.0,2024-04-03,3,2,4,Printemps,15
Bordeaux,2024-04-03 16:00:00,10.0,32.8,496.5,3.3,14.1,2024-04-03,3,2,4,Printemps,16
Bordeaux,2024-04-03 17:00:00,11.1,77.6,47.7,30.4,6.0,2024-04-03,3,2,4,Printemps,17
Bordeaux,2024-04-03 18:00:00,21.3,50.6,701.2,31.2,0.0,2024-04-03,3,2,4,Printemps,18
Bordeaux,2024-04-03 19:00:00,20.9,49.0,317.2,27.7,0.0,2024-04-03,3,2,4,Printemps,19
Bordeaux,2024-04-03 20:00:00,21.8,43.4,2.5,38.1,12.3,2024-04-03,3,2,4,Printemps,20
Bordeaux,2024-04-03 22:00:00,9.4,78.9,21.3,25.7,0.0,2024-04-03,3,2,4,Printemps,22
Bordeaux,2024-04-03 23:00:00,11.3,73.9,26.6,6.1,0.0,2024-04-03,3,2,4,Printemps,23
Bordeaux,2024-04-04 00:00:00,11.0,54.8,41.3,8.0,7.1,2024-04-04,4,3,4,Printemps,0
Bordeaux,2024-04-04 01:00:00,11.3,65.5,37.1,10.7,0.0,2024-04-04,4,3,4,Printemps,1
Bordeaux,2024-04-04 02:00:00,16.6,81.2,26.2,16.0,0.0,2024-04-04,4,3,4,Printemps,2
Bordeaux,2024-04-04 03:00:00,8.9,100.0,25.4,24.0,0.0,2024-04-04,4,3,4,Printemps,3
Bordeaux,2024-04-04 04:00:00,11.1,41.4,26.25,20.4,12.8,2024-04-04,4,3,4,Printemps,4
Bordeaux,2024-04-04 05:00:00,11.2,76.5,27.1,30.6,0.0,2024-04-04,4,3,4,Printemps,5
Bordeaux,2024-04-04 06:00:00,9.4,40.6,319.1,12.5,0.0,2024-04-04,4,3,4,Printemps,6
Bordeaux,2024-04-04 07:00:00,21.1,93.0,660.2,16.8,0.0,2024-04-04,4,3,4,Printemps,7
Bordeaux,2024-04-04 08:00:00,14.1,50.2,439.9,22.6,0.0,2024-04-04,4,3,4,Printemps,8
Bordeaux,2024-04-04 09:00:00,17.4,66.0,728.8,30.3,0.0,2024-04-04,4,3,4,Printemps,9
Bordeaux,2024-04-04 10:00:00,17.8,42.5,443.8,8.3,0.0,2024-04-04,4,3,4,Printemps,10
Bordeaux,2024-04-04 11:00:00,21.1,39.8,617.1,37.6,0.0,2024-04-04,4,3,4,Printemps,11
Bordeaux,2024-04-04 12:00:00,9.6,63.1,757.0,15.7,7.9,2024-04-04,4,3,4,Printemps,12
Bordeaux,2024-04-04 13:00:00,12.8,87.5,510.7,15.5,0.0,2024-04-04,4,3,4,Printemps,13
Bordeaux,2024-04-04 14:00:00,16.3,85.6,264.4,16.4,0.0,2024-04-04,4,3,4,Printemps,14
Bordeaux,2024-04-04 15:00:00,20.7,33.1,475.6,3.2,0.0,2024-04-04,4,3,4,Printemps,15
Bordeaux,2024-04-04 16:00:00,13.5,31.9,675.6,24.8,0.0,2024-04-04,4,3,4,Printemps,16
Bordeaux,2024-04-04 17:00:00,21.7,32.0,305.1,2.6,0.0,2024-04-04,4,3,4,Printemps,17
Bordeaux,2024-04-04 18:00:00,17.7,69.3,475.0,20.3,0.0,2024-04-04,4,3,4,Printemps,18
Bordeaux,2024-04-04 19:00:00,13.7,43.0,368.0,32.6,0.0,2024-04-04,4,3,4,Printemps,19
Bordeaux,2024-04-04 21:00:00,15.9,52.3,48.9,32.9,6.4,2024-04-04,4,3,4,Printemps,21
Bordeaux,2024-04-04 22:00:00,12.8,70.6,23.6,32.6,0.0,2024-04-04,4,3,4,Printemps,22
Bordeaux,2024-04-04 23:00:00,17.0,31.9,26.7,3.8,0.0,2024-04-04,4,3,4,Printemps,23
Bordeaux,2024-04-05 00:00:00,10.2,60.2,24.0,36.1,0.0,2024-04-05,5,4,4,Printemps,0
Bordeaux,2024-04-05 01:00:00,13.0,69.6,8.1,33.1,0.0,2024-04-05,5,4,4,Printemps,1
Bordeaux,2024-04-05 02:00:00,9.4,30.8,18.9,10.3,0.0,2024-04-05,5,4,4,Printemps,2
Bordeaux,2024-04-05 03:00:00,19.6,72.7,29.1,8.6,0.0,2024-04-05,5,4,4,Printemps,3
Bordeaux,2024-04-05 04:00:00,8.2,49.7,20.5,28.6,0.0,2024-04-05,5,4,4,Printemps,4
Bordeaux,2024-04-05 05:00:00,8.9,37.8,25.2,22.1,0.0,2024-04-05,5,4,4,Printemps,5
Bordeaux,2024-04-05 06:00:00,8.6,69.1,719.6,29.6,0.0,2024-04-05,5,4,4,Printemps,6
Bordeaux,2024-04-05 07:00:00,13.9,71.6,304.2,6.9,0.0,2024-04-05,5,4,4,Printemps,7
Bordeaux,2024-04-05 08:00:00,15.8,52.4,247.4,18.1,0.0,2024-04-05,5,4,4,Printemps,8
Bordeaux,2024-04-05 09:00:00,16.8,94.9,188.1,33.8,0.0,2024-04-05,5,4,4,Printemps,9
Bordeaux,2024-04-05 10:00:00,21.2,48.7,744.2,16.8,0.0,2024-04-05,5,4,4,Printemps,10
Bordeaux,2024-04-05 11:00:00,17.8,80.2,553.1,29.6,0.0,2024-04-05,5,4,4,Printemps,11
Bordeaux,2024-04-05 12:00:00,21.2,84.5,782.0,37.1,1.8,2024-04-05,5,4,4,Printemps,12
Bordeaux,2024-04-05 13:00:00,18.9,85.5,139.0,8.2,14.0,2024-04-05,5,4,4,Printemps,13
Bordeaux,2024-04-05 14:00:00,19.9,34.3,631.8,18.1,0.0,2024-04-05,5,4,4,Printemps,14
Bordeaux,2024-04-05 15:00:00,20.5,44.8,148.1,1.3,0.0,2024-04-05,5,4,4,Printemps,15
Bordeaux,2024-04-05 16:00:00,13.1,82.4,285.0,26.1,14.1,2024-04-05,5,4,4,Printemps,16
Bordeaux,2024-04-05 17:00:00,19.4,88.2,655.5,19.9,0.0,2024-04-05,5,4,4,Printemps,17
Bordeaux,2024-04-05 18:00:00,9.7,44.7,736.2,16.4,0.0,2024-04-05,5,4,4,Printemps,18
Bordeaux,2024-04-05 19:00:00,9.9,90.9,435.3,12.5,0.0,2024-04-05,5,4,4,Printemps,19
Bordeaux,2024-04-05 20:00:00,20.3,37.7,233.75,8.3,0.0,2024-04-05,5,4,4,Printemps,20
Bordeaux,2024-04-05 21:00:00,15.6,86.8,32.2,33.6,0.0,2024-04-05,5,4,4,Printemps,21
Bordeaux,2024-04-05 22:00:00,18.6,64.5,41.1,4.1,2.5,2024-04-05,5,4,4,Printemps,22
Bordeaux,2024-04-05 23:00:00,17.6,47.6,30.0,9.3,0.0,2024-04-05,5,4,4,Printemps,23
Bordeaux,2024-04-06 00:00:00,17.2,79.0,31.2,7.4,0.0,2024-04-06,6,5,4,Printemps,0
Bordeaux,2024-04-06 01:00:00,20.0,44.2,5.1,25.8,0.0,2024-04-06,6,5,4,Printemps,1
Bordeaux,2024-04-06 02:00:00,11.4,63.3,7.9,26.4,0.0,2024-04-06,6,5,4,Printemps,2
Bordeaux,2024-04-06 03:00:00,13.1,34.0,28.7,22.8,0.0,2024-04-06,6,5,4,Printemps,3
Bordeaux,2024-04-06 04:00:00,17.9,77.8,11.4,4.2,0.0,2024-04-06,6,5,4,Printemps,4
Bordeaux,2024-04-06 05:00:00,15.2,39.4,36.2,14.5,0.0,2024-04-06,6,5,4,Printemps,5
Bordeaux,2024-04-06 06:00:00,11.4,37.8,229.8,22.8,0.0,2024-04-06,6,5,4,Printemps,6
Bordeaux,2024-04-06 07:00:00,14.3,70.0,407.4,24.6,0.0,2024-04-06,6,5,4,Printemps,7
Bordeaux,2024-04-06 08:00:00,16.3,34.1,191.2,17.9,0.4,2024-04-06,6,5,4,Printemps,8
Bordeaux,2024-04-06 09:00:00,8.1,73.8,306.9,8.6,0.9,2024-04-06,6,5,4,Printemps,9
Bordeaux,2024-04-06 10:00:00,8.2,80.8,196.7,12.3,0.0,2024-04-06,6,5,4,Printemps,10
Bordeaux,2024-04-06 11:00:00,9.0,69.7,734.5,36.6,0.0,2024-04-06,6,5,4,Printemps,11
Bordeaux,2024-04-06 12:00:00,8.7,59.2,148.1,38.3,6.5,2024-04-06,6,5,4,Printemps,12
Bordeaux,2024-04-06 13:00:00,16.1,82.2,541.0,32.3,0.0,2024-04-06,6,5,4,Printemps,13
Bordeaux,2024-04-06 14:00:00,15.7,50.9,743.8,14.3,0.0,2024-04-06,6,5,4,Printemps,14
Bordeaux,2024-04-06 15:00:00,20.3,79.2,205.8,28.1,0.0,2024-04-06,6,5,4,Printemps,15
Bordeaux,2024-04-06 16:00:00,20.2,59.8,666.6,25.1,0.0,2024-04-06,6,5,4,Printemps,16
Bordeaux,2024-04-06 17:00:00,12.0,89.2,463.6,34.9,0.0,2024-04-06,6,5,4,Printemps,17
Bordeaux,2024-04-06 18:00:00,17.3,63.0,766.9,11.3,0.0,2024-04-06,6,5,4,Printemps,18
Bordeaux,2024-04-06 19:00:00,9.1,40.0,113.8,36.9,0.0,2024-04-06,6,5,4,Printemps,19
Bordeaux,2024-04-06 20:00:00,9.1,30.5,23.4,14.7,0.0,2024-04-06,6,5,4,Printemps,20
Bordeaux,2024-04-06 21:00:00,19.9,70.8,38.5,4.1,14.6,2024-04-06,6,5,4,Printemps,21
Bordeaux,2024-04-06 22:00:00,10.2,54.9,21.9,4.0,0.0,2024-04-06,6,5,4,Printemps,22
Bordeaux,2024-04-06 23:00:00,11.9,54.1,40.2,37.7,0.0,2024-04-06,6,5,4,Printemps,23
Bordeaux,2024-04-07 00:00:00,21.3,62.0,31.8,2.9,0.0,2024-04-07,7,6,4,Printemps,0
Bordeaux,2024-04-07 01:00:00,19.8,33.0,26.2,6.2,0.0,2024-04-07,7,6,4,Printemps,1
Bordeaux,2024-04-07 02:00:00,17.0,35.9,39.1,22.8,0.0,2024-04-07,7,6,4,Printemps,2
Bordeaux,2024-04-07 03:00:00,20.1,52.8,17.6,33.9,0.0,2024-04-07,7,6,4,Printemps,3
Bordeaux,2024-04-07 04:00:00,9.9,87.2,37.0,35.7,0.0,2024-04-07,7,6,4,Printemps,4
Bordeaux,2024-04-07 05:00:00,20.4,87.9,27.1,14.3,0.0,2024-04-07,7,6,4,Printemps,5
Bordeaux,2024-04-07 06:00:00,9.1,34.6,331.1,16.1,0.0,2024-04-07,7,6,4,Printemps,6
Bordeaux,2024-04-07 07:00:00,13.6,37.4,273.8,32.2,0.0,2024-04-07,7,6,4,Printemps,7
